0	0	0.4026570048309179	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	0.20942028985507247	0.3865539452495974	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5	8.051529790660226E-5
1	1	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	0.4326955074875208	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	0.5658069883527455	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5	8.319467554076539E-5
2	2	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	0.09884742041712405	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	0.46108671789242595	0.439132821075741	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5	5.488474204171241E-5
3	3	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	0.22687074829931975	1.1337868480725623E-4	1.1337868480725623E-4	0.11349206349206349	0.5670068027210884	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	0.09081632653061224	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4	1.1337868480725623E-4
4	4	0.3376230661040788	7.032348804500703E-5	0.1266526019690577	7.032348804500703E-5	0.43607594936708866	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	0.09852320675105486	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5	7.032348804500703E-5
5	5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	0.4225992317541614	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	0.10249679897567224	0.47381562099871966	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5	6.402048655569783E-5
6	6	2.6867275658248254E-5	2.6867275658248254E-5	0.10212251477700161	2.6867275658248254E-5	0.15585706609349811	2.6867275658248254E-5	0.1827243417517464	0.22033852767329395	2.6867275658248254E-5	2.6867275658248254E-5	2.6867275658248254E-5	2.6867275658248254E-5	2.6867275658248254E-5	2.6867275658248254E-5	0.13973670069854915	2.6867275658248254E-5	0.13436324556689952	0.06450832885545406	2.6867275658248254E-5	2.6867275658248254E-5
7	7	4.128819157720892E-5	0.08261767134599506	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	0.07436003303055327	0.2808009909165979	0.0578447563996697	0.5037572254335261	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5	4.128819157720892E-5
8	8	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	0.996215139442231	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4	1.99203187250996E-4
9	9	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	0.38811802232854864	0.11166932482721956	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	0.1541998936735779	2.6581605528973953E-5	2.6581605528973953E-5	2.6581605528973953E-5	0.015975544922913344	2.6581605528973953E-5	0.32963849016480595	2.6581605528973953E-5
